Age,Gender,School_Grade,Daily_Usage_Hours,Sleep_Hours,Academic_Performance,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Parental_Control,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Phone_Usage_Purpose,Family_Communication,Weekend_Usage_Hours,Addiction_Level,Night_Usage,Social_to_Edu_Ratio,Gaming_to_Social_Ratio,Weekend_Overuse,Phone_Obsessiveness,Sleep_Deficit,Usage_Bin,Usage_Group,Anxiety_Class,Depression_Class,Anxiety_Level_Class,Depression_Level_Class
15,2,3,7.3,5.0,67,2,0.5,8,5,5,0,1.4,77,18,1.2,1.1,0.8,2,4,8.0,10.0,5.9,1.2222222222222223,0.9545454545454545,0.7000000000000002,4.052631578947368,3.0,"(6, 8]",6–8,1,0,1,0
18,0,1,4.6,9.4,55,2,0.8,2,4,5,1,1.1,113,7,1.6,1.7,1.6,1,4,8.6,6.9,3.4999999999999996,1.0,1.0384615384615385,4.0,14.125,-1.4000000000000004,"(4, 6]",4–6,0,0,0,0
15,2,5,2.0,5.9,74,5,0.9,2,9,6,0,1.1,47,12,2.0,1.3,1.4,3,1,4.4,5.7,0.8999999999999999,1.25,0.7666666666666666,2.4000000000000004,3.6153846153846154,2.0999999999999996,"(0, 2]",0–2,0,1,0,1
14,1,5,1.6,6.1,70,7,0.0,9,5,1,0,1.6,42,5,4.8,0.8,1.5,4,3,1.8,6.0,0.0,2.32,0.3103448275862069,0.19999999999999996,7.0,1.9000000000000004,"(0, 2]",0–2,1,0,1,0
18,2,5,2.0,7.5,76,0,1.1,1,7,2,1,0.9,115,7,1.4,1.9,1.3,2,10,5.6,5.2,1.1,1.0434782608695652,1.2083333333333333,3.5999999999999996,14.375,0.5,"(0, 2]",0–2,0,1,0,1
16,1,0,3.0,4.7,51,10,3.0,1,8,1,1,0.3,42,18,1.7,3.3,0.0,1,3,6.7,10.0,2.7,2.7,1.5925925925925923,3.7,2.210526315789474,3.3,"(2, 4]",2–4,0,1,0,1
15,0,5,6.9,3.9,73,9,2.2,1,6,4,0,0.8,58,16,3.3,2.8,1.8,1,3,4.9,10.0,6.1000000000000005,1.5357142857142858,0.8837209302325582,-2.0,3.411764705882353,4.1,"(6, 8]",6–8,0,1,0,1
16,2,4,5.5,5.4,63,8,0.0,5,10,3,1,2.0,72,14,1.4,0.0,0.8,3,1,8.3,8.4,3.5,1.3333333333333333,0.4166666666666667,2.8000000000000007,4.8,2.5999999999999996,"(4, 6]",4–6,0,1,0,1
15,0,1,6.6,9.5,53,5,1.0,8,4,1,0,0.8,121,13,4.5,1.7,2.8,2,6,6.4,10.0,5.8,1.4473684210526316,0.49090909090909096,-0.1999999999999993,8.642857142857142,-1.5,"(6, 8]",6–8,1,0,1,0
19,2,2,8.3,5.7,58,9,1.6,3,1,3,0,0.1,21,9,1.7,0.8,1.2,3,10,6.5,10.0,8.200000000000001,1.2272727272727273,0.6666666666666666,-1.8000000000000007,2.1,2.3,"(8, 10]",8–10,0,0,0,0
18,2,4,3.6,3.1,56,0,2.4,5,9,4,1,0.9,80,16,3.2,0.3,1.5,4,7,7.3,10.0,2.7,1.6800000000000002,0.30952380952380953,3.6999999999999997,4.705882352941177,4.9,"(2, 4]",2–4,0,1,0,1
17,1,5,5.4,3.1,88,0,0.0,7,10,10,0,0.7,29,11,2.9,0.3,0.5,4,3,1.7,9.8,4.7,2.6,0.33333333333333337,-3.7,2.4166666666666665,4.9,"(4, 6]",4–6,1,1,1,1
19,2,5,2.1,7.3,71,7,0.5,4,1,4,1,1.7,54,9,2.5,1.5,1.6,1,5,2.1,5.3,0.40000000000000013,1.346153846153846,0.7142857142857143,0.0,5.4,0.7000000000000002,"(2, 4]",2–4,0,0,0,0
16,1,3,7.8,7.4,81,0,1.9,5,6,10,0,1.1,135,14,3.6,1.1,1.3,0,6,4.5,10.0,6.699999999999999,2.0,0.4565217391304348,-3.3,9.0,0.5999999999999996,"(6, 8]",6–8,0,1,0,1
14,1,5,4.3,3.9,64,2,2.9,10,10,6,1,0.6,119,9,1.1,1.4,1.8,3,4,6.7,9.0,3.6999999999999997,0.7500000000000001,1.1428571428571428,2.4000000000000004,11.9,4.1,"(4, 6]",4–6,1,1,1,1
18,2,2,7.4,7.4,80,0,1.1,1,2,3,0,1.9,57,20,1.9,0.9,1.6,2,10,4.6,10.0,5.5,1.1153846153846154,0.6551724137931034,-2.8000000000000007,2.7142857142857144,0.5999999999999996,"(6, 8]",6–8,0,0,0,0
18,0,3,6.4,7.9,72,4,2.0,5,6,4,1,0.7,23,13,0.7,2.4,0.7,3,3,7.4,8.6,5.7,1.0,2.0,1.0,1.6428571428571428,0.09999999999999964,"(6, 8]",6–8,0,1,0,1
13,2,5,2.0,8.4,78,10,1.6,5,1,10,0,0.4,140,17,2.0,0.8,2.4,2,1,5.1,6.8,1.6,0.8823529411764706,0.6,3.0999999999999996,7.777777777777778,-0.40000000000000036,"(0, 2]",0–2,0,0,0,0
15,1,4,2.6,6.8,65,0,1.3,6,5,2,1,1.0,26,6,1.8,2.8,1.1,3,6,9.5,5.5,1.6,1.3333333333333333,1.3571428571428572,6.9,3.7142857142857144,1.2000000000000002,"(2, 4]",2–4,1,0,1,0
13,2,3,4.4,5.0,68,7,3.7,2,4,8,0,1.8,70,18,2.4,1.1,0.7,0,2,5.1,10.0,2.6000000000000005,2.0,0.6176470588235294,0.6999999999999993,3.6842105263157894,3.0,"(4, 6]",4–6,0,0,0,0
16,2,4,4.8,6.5,57,7,0.7,9,10,8,0,0.8,68,16,0.5,3.7,0.0,1,3,7.9,10.0,4.0,1.5,3.1333333333333333,3.1000000000000005,4.0,1.5,"(4, 6]",4–6,1,1,1,1
15,2,0,7.7,5.9,75,2,2.2,2,8,10,0,1.0,74,16,2.4,2.9,0.9,0,2,4.2,10.0,6.7,1.7894736842105263,1.1470588235294117,-3.5,4.352941176470588,2.0999999999999996,"(6, 8]",6–8,0,1,0,1
17,2,2,4.2,5.6,88,10,0.5,9,6,2,0,1.1,58,19,3.3,0.4,0.2,2,5,7.1,10.0,3.1,3.5833333333333335,0.3255813953488372,2.8999999999999995,2.9,2.4000000000000004,"(4, 6]",4–6,1,1,1,1
17,2,2,4.6,5.7,98,4,0.6,8,5,1,0,1.1,46,18,2.2,2.5,1.7,0,3,7.4,10.0,3.4999999999999996,1.1851851851851851,1.09375,2.8000000000000007,2.4210526315789473,2.3,"(4, 6]",4–6,1,0,1,0
19,1,5,2.9,6.5,94,5,0.0,8,7,5,0,1.3,126,15,3.3,1.1,0.0,2,4,3.4,9.6,1.5999999999999999,4.3,0.48837209302325585,0.5,7.875,1.5,"(2, 4]",2–4,1,1,1,1
14,0,0,6.8,5.5,55,1,0.6,9,10,10,0,1.1,129,10,3.2,2.6,0.7,0,8,4.9,10.0,5.699999999999999,2.4705882352941178,0.8571428571428571,-1.8999999999999995,11.727272727272727,2.5,"(6, 8]",6–8,1,1,1,1
18,1,5,4.7,5.9,61,10,0.1,10,4,2,0,2.0,95,12,3.3,2.4,0.6,4,3,5.1,10.0,2.7,2.6874999999999996,0.7906976744186046,0.39999999999999947,7.3076923076923075,2.0999999999999996,"(4, 6]",4–6,1,0,1,0
19,0,0,4.1,7.6,85,6,0.1,3,3,3,0,0.8,25,20,3.0,0.2,1.5,3,3,7.7,8.0,3.3,1.6,0.3,3.6000000000000005,1.1904761904761905,0.40000000000000036,"(4, 6]",4–6,0,0,0,0
14,0,4,0.0,6.0,75,0,0.8,5,7,4,0,1.2,111,7,3.0,1.6,0.0,1,1,3.6,5.2,-1.2,4.0,0.65,3.6,13.875,2.0,,,0,1,0,1
15,0,3,4.3,9.3,61,2,0.0,7,8,4,1,0.3,31,5,2.6,2.6,0.8,3,5,6.4,6.5,4.0,2.0,1.0,2.1000000000000005,5.166666666666667,-1.3000000000000007,"(4, 6]",4–6,1,1,1,1
13,1,5,3.3,8.0,60,7,0.4,6,6,2,0,1.6,70,20,3.0,1.5,0.8,1,9,4.9,9.2,1.6999999999999997,2.2222222222222223,0.625,1.6000000000000005,3.3333333333333335,0.0,"(2, 4]",2–4,1,1,1,1
14,0,3,8.0,5.8,79,7,1.1,1,1,4,1,0.7,130,17,1.8,2.4,1.4,0,4,4.5,10.0,7.3,1.1666666666666667,1.2142857142857144,-3.5,7.222222222222222,2.2,"(6, 8]",6–8,0,0,0,0
17,2,5,5.0,5.1,90,3,1.0,6,8,9,1,0.7,68,18,2.6,2.4,1.3,0,9,8.3,10.0,4.3,1.565217391304348,0.9444444444444444,3.3000000000000007,3.5789473684210527,2.9000000000000004,"(4, 6]",4–6,1,1,1,1
18,2,1,2.5,4.8,51,10,1.3,6,10,1,1,0.5,83,6,2.0,0.0,3.0,2,5,4.5,5.0,2.0,0.75,0.3333333333333333,2.0,11.857142857142858,3.2,"(2, 4]",2–4,1,1,1,1
14,0,2,4.8,4.0,81,0,1.6,9,5,4,1,1.4,124,18,2.8,2.2,1.4,0,6,4.7,10.0,3.4,1.5833333333333333,0.8421052631578948,-0.09999999999999964,6.526315789473684,4.0,"(4, 6]",4–6,1,0,1,0
18,2,1,5.0,5.5,71,6,0.4,7,3,10,1,1.0,92,14,1.5,0.6,1.5,0,7,9.0,9.0,4.0,1.0,0.64,4.0,6.133333333333334,2.5,"(4, 6]",4–6,1,0,1,0
16,0,1,7.1,3.0,56,6,0.0,1,4,1,1,1.4,116,18,2.2,2.3,2.1,3,5,4.1,10.0,5.699999999999999,1.032258064516129,1.0312499999999998,-3.0,6.105263157894737,5.0,"(6, 8]",6–8,0,0,0,0
18,0,3,7.9,6.5,55,4,0.0,8,9,5,1,2.0,97,11,1.8,0.8,0.3,2,9,2.4,10.0,5.9,2.1538461538461537,0.6428571428571429,-5.5,8.083333333333334,1.5,"(6, 8]",6–8,1,1,1,1
14,1,2,7.4,6.4,81,9,0.4,4,10,4,1,1.4,116,6,1.2,0.0,1.0,4,5,3.9,8.9,6.0,1.1,0.45454545454545453,-3.5000000000000004,16.571428571428573,1.5999999999999996,"(6, 8]",6–8,0,1,0,1
15,0,1,2.5,5.4,66,0,0.6,9,8,4,0,0.6,85,14,1.9,1.2,1.7,4,9,5.0,7.4,1.9,1.074074074074074,0.7586206896551725,2.5,5.666666666666667,2.5999999999999996,"(2, 4]",2–4,1,1,1,1
19,1,5,6.4,7.8,62,3,0.0,6,3,7,1,0.6,41,11,2.6,3.6,2.2,3,5,9.4,10.0,5.800000000000001,1.125,1.2777777777777777,3.0,3.4166666666666665,0.20000000000000018,"(6, 8]",6–8,1,0,1,0
16,2,0,7.0,7.9,89,1,0.7,3,10,8,0,1.0,56,11,2.4,0.8,0.0,3,9,3.2,9.6,6.0,3.4,0.5294117647058824,-3.8,4.666666666666667,0.09999999999999964,"(6, 8]",6–8,0,1,0,1
13,0,5,5.1,4.3,63,9,1.3,4,8,6,0,0.0,49,6,3.0,0.8,2.2,0,1,7.9,8.9,5.1,1.25,0.45,2.8000000000000007,7.0,3.7,"(4, 6]",4–6,0,1,0,1
14,1,5,6.9,7.1,98,8,0.2,8,4,8,0,1.2,54,7,1.3,0.8,0.3,2,10,6.9,7.9,5.7,1.769230769230769,0.782608695652174,0.0,6.75,0.9000000000000004,"(6, 8]",6–8,1,0,1,0
13,0,0,4.0,6.2,59,7,0.2,10,10,1,0,0.7,114,13,2.7,2.5,0.8,4,5,6.9,10.0,3.3,2.055555555555556,0.9459459459459459,2.9000000000000004,8.142857142857142,1.7999999999999998,"(2, 4]",2–4,1,1,1,1
16,1,4,6.6,9.4,82,3,1.1,7,4,7,0,0.3,83,20,0.7,1.8,0.5,2,5,3.5,10.0,6.3,1.1333333333333333,1.6470588235294117,-3.0999999999999996,3.9523809523809526,-1.4000000000000004,"(6, 8]",6–8,1,0,1,0
18,1,0,5.7,6.2,77,3,1.6,4,1,8,0,2.0,115,12,2.3,1.0,1.9,1,3,6.2,10.0,3.7,1.1379310344827587,0.6060606060606061,0.5,8.846153846153847,1.7999999999999998,"(4, 6]",4–6,0,0,0,0
13,2,4,2.9,5.8,67,9,0.0,7,3,1,0,1.1,86,13,2.6,1.7,0.9,1,8,7.0,8.6,1.7999999999999998,1.8947368421052633,0.75,4.1,6.142857142857143,2.2,"(2, 4]",2–4,1,0,1,0
17,0,5,4.8,4.1,63,9,1.2,9,7,7,0,0.3,91,20,1.9,1.6,1.4,2,4,8.0,10.0,4.5,1.2083333333333333,0.896551724137931,3.2,4.333333333333333,3.9000000000000004,"(4, 6]",4–6,1,1,1,1
16,0,4,7.3,6.3,77,6,0.5,3,5,6,0,0.7,138,6,2.8,1.7,2.4,0,4,8.6,10.0,6.6,1.1176470588235294,0.7105263157894738,1.2999999999999998,19.714285714285715,1.7000000000000002,"(6, 8]",6–8,0,0,0,0
13,0,4,4.9,5.6,98,8,0.4,4,2,3,1,0.5,121,10,4.1,0.7,1.3,3,1,6.3,10.0,4.4,2.217391304347826,0.33333333333333337,1.3999999999999995,11.0,2.4000000000000004,"(4, 6]",4–6,0,0,0,0
19,1,2,6.7,5.9,79,7,0.0,2,9,7,1,0.2,130,17,2.2,2.1,0.2,0,5,3.1,10.0,6.5,2.666666666666667,0.96875,-3.6,7.222222222222222,2.0999999999999996,"(6, 8]",6–8,0,1,0,1
19,2,2,2.2,8.2,60,5,2.0,10,7,3,1,0.5,70,10,3.4,1.1,2.3,2,2,9.7,6.0,1.7000000000000002,1.3333333333333335,0.47727272727272724,7.499999999999999,6.363636363636363,-0.1999999999999993,"(2, 4]",2–4,1,1,1,1
13,1,4,3.3,7.6,55,0,0.0,4,2,6,0,1.2,47,15,2.8,0.0,0.6,0,1,7.2,6.2,2.0999999999999996,2.3749999999999996,0.2631578947368421,3.9000000000000004,2.9375,0.40000000000000036,"(2, 4]",2–4,0,0,0,0
14,2,5,6.8,4.8,76,6,2.2,2,8,5,1,0.9,142,12,4.0,0.0,1.6,3,5,7.9,10.0,5.8999999999999995,1.923076923076923,0.2,1.1000000000000005,10.923076923076923,3.2,"(6, 8]",6–8,0,1,0,1
18,2,1,5.2,6.6,93,4,0.0,8,10,4,1,1.1,36,18,2.5,1.9,1.6,1,10,7.5,10.0,4.1,1.346153846153846,0.8285714285714285,2.3,1.894736842105263,1.4000000000000004,"(4, 6]",4–6,1,1,1,1
19,1,1,6.0,3.1,78,1,1.0,4,4,2,0,0.6,130,6,2.7,1.8,1.6,0,3,10.0,10.0,5.4,1.4230769230769231,0.7567567567567567,4.0,18.571428571428573,4.9,"(4, 6]",4–6,0,0,0,0
15,2,2,5.9,5.0,74,1,1.0,9,8,3,1,0.8,94,6,4.6,2.7,1.2,2,2,4.0,10.0,5.1000000000000005,2.545454545454545,0.6607142857142858,-1.9000000000000004,13.428571428571429,3.0,"(4, 6]",4–6,1,1,1,1
19,0,0,3.7,4.6,72,0,0.6,4,10,7,1,1.2,146,18,2.0,2.2,1.8,2,10,4.6,10.0,2.5,1.0714285714285714,1.0666666666666667,0.8999999999999995,7.684210526315789,3.4000000000000004,"(2, 4]",2–4,0,1,0,1
17,1,0,8.4,7.7,57,3,1.4,6,8,5,0,0.5,49,14,1.3,1.5,1.4,1,10,4.6,10.0,7.9,0.9583333333333333,1.0869565217391306,-3.8000000000000007,3.2666666666666666,0.2999999999999998,"(8, 10]",8–10,1,1,1,1
15,2,0,0.8,7.4,70,7,1.7,9,1,1,1,0.8,67,10,2.9,0.9,1.2,0,6,8.9,4.2,0.0,1.7727272727272725,0.48717948717948717,8.1,6.090909090909091,0.5999999999999996,"(0, 2]",0–2,1,0,1,0
18,2,3,7.2,3.0,84,4,1.8,3,8,5,1,0.9,83,8,2.9,2.6,1.6,1,4,6.4,10.0,6.3,1.5,0.9230769230769231,-0.7999999999999998,9.222222222222221,5.0,"(6, 8]",6–8,0,1,0,1
13,1,1,4.6,5.3,91,4,0.9,10,3,6,1,0.8,129,6,1.6,2.2,0.8,4,6,3.4,9.5,3.8,1.4444444444444444,1.2307692307692308,-1.1999999999999997,18.428571428571427,2.7,"(4, 6]",4–6,1,0,1,0
19,1,1,2.4,6.8,63,8,0.0,9,8,7,0,0.8,50,16,2.0,1.3,0.9,3,1,8.0,6.5,1.5999999999999999,1.5789473684210527,0.7666666666666666,5.6,2.9411764705882355,1.2000000000000002,"(2, 4]",2–4,1,1,1,1
16,0,4,4.3,6.6,94,9,1.0,2,10,4,0,0.8,47,17,1.6,1.4,0.0,4,5,0.7,8.3,3.5,2.6,0.923076923076923,-3.5999999999999996,2.611111111111111,1.4000000000000004,"(4, 6]",4–6,0,1,0,1
14,2,4,6.8,6.1,92,8,2.0,9,1,5,1,1.0,46,6,2.1,1.7,1.7,3,5,2.9,9.7,5.8,1.1481481481481481,0.8709677419354839,-3.9,6.571428571428571,1.9000000000000004,"(6, 8]",6–8,1,0,1,0
13,2,1,6.3,5.4,100,8,2.0,5,5,3,0,1.8,30,12,1.6,1.4,1.8,0,5,5.5,9.6,4.5,0.9285714285714287,0.923076923076923,-0.7999999999999998,2.3076923076923075,2.5999999999999996,"(6, 8]",6–8,0,0,0,0
13,0,0,5.3,9.7,52,5,1.0,3,3,8,1,1.7,145,9,2.3,1.3,0.0,1,6,7.3,8.8,3.5999999999999996,3.3,0.6969696969696969,2.0,14.5,-1.6999999999999993,"(4, 6]",4–6,0,0,0,0
17,2,5,4.4,5.7,99,2,1.2,1,4,10,1,0.9,58,9,2.5,1.0,0.6,3,2,4.3,8.0,3.5000000000000004,2.1875,0.5714285714285714,-0.10000000000000053,5.8,2.3,"(4, 6]",4–6,0,0,0,0
16,2,0,8.1,6.7,50,0,2.0,4,7,7,1,0.5,63,7,2.1,0.0,1.8,3,7,7.2,9.5,7.6,1.1071428571428572,0.3225806451612903,-0.8999999999999995,7.875,1.2999999999999998,"(8, 10]",8–10,0,1,0,1
13,2,5,3.6,6.0,65,9,0.4,5,2,6,1,1.6,83,11,1.1,2.2,0.8,1,4,4.5,7.8,2.0,1.1666666666666667,1.5238095238095237,0.8999999999999999,6.916666666666667,2.0,"(2, 4]",2–4,0,0,0,0
17,2,3,5.0,5.5,66,5,0.8,2,10,10,1,1.4,129,17,2.7,1.6,1.2,4,1,7.1,10.0,3.6,1.6818181818181817,0.7027027027027027,2.0999999999999996,7.166666666666667,2.5,"(4, 6]",4–6,0,1,0,1
17,2,4,4.1,7.2,57,10,0.9,3,10,1,0,1.4,145,10,1.5,1.7,0.7,2,7,6.7,8.6,2.6999999999999997,1.4705882352941178,1.08,2.6000000000000005,13.181818181818182,0.7999999999999998,"(4, 6]",4–6,0,1,0,1
19,2,0,4.3,9.2,53,8,0.5,10,3,10,1,1.6,47,14,2.7,1.2,0.0,4,2,5.6,7.3,2.6999999999999997,3.7,0.5945945945945946,1.2999999999999998,3.1333333333333333,-1.1999999999999993,"(4, 6]",4–6,1,0,1,0
18,1,0,4.2,7.6,58,1,1.2,4,2,7,1,1.1,59,15,2.7,1.1,0.8,1,9,4.3,8.4,3.1,2.055555555555556,0.5675675675675675,0.09999999999999964,3.6875,0.40000000000000036,"(4, 6]",4–6,0,0,0,0
18,1,4,6.4,4.4,60,5,0.5,7,1,3,0,0.6,42,10,2.4,1.2,0.4,0,5,5.9,10.0,5.800000000000001,2.428571428571429,0.6470588235294118,-0.5,3.8181818181818183,3.5999999999999996,"(6, 8]",6–8,1,0,1,0
16,0,5,3.3,7.2,74,4,1.3,2,7,4,1,1.0,111,6,2.7,1.8,1.6,3,6,4.3,7.6,2.3,1.4230769230769231,0.7567567567567567,1.0,15.857142857142858,0.7999999999999998,"(2, 4]",2–4,0,1,0,1
19,0,2,5.7,8.0,96,1,0.9,3,4,2,1,1.5,65,20,3.3,2.7,1.9,2,3,7.8,10.0,4.2,1.4827586206896552,0.8604651162790699,2.0999999999999996,3.0952380952380953,0.0,"(4, 6]",4–6,0,0,0,0
16,2,0,5.7,6.2,97,4,1.4,7,2,4,0,0.8,134,14,2.3,1.5,0.0,4,5,5.2,10.0,4.9,3.3,0.7575757575757576,-0.5,8.933333333333334,1.7999999999999998,"(4, 6]",4–6,1,0,1,0
13,2,5,1.8,4.1,98,2,1.3,9,6,9,1,0.5,49,6,2.6,1.9,0.8,3,5,7.8,6.4,1.3,2.0,0.8055555555555555,6.0,7.0,3.9000000000000004,"(0, 2]",0–2,1,1,1,1
17,0,5,0.2,5.4,60,5,1.5,6,3,2,1,2.4,102,17,1.7,1.2,0.1,2,10,6.6,5.8,-2.1999999999999997,2.4545454545454546,0.8148148148148149,6.3999999999999995,5.666666666666667,2.5999999999999996,"(0, 2]",0–2,1,0,1,0
16,0,4,2.7,6.9,55,9,0.7,6,8,6,1,2.1,139,13,1.6,2.9,0.9,1,8,7.6,9.1,0.6000000000000001,1.368421052631579,1.5,4.8999999999999995,9.928571428571429,1.0999999999999996,"(2, 4]",2–4,1,1,1,1
17,1,5,4.3,6.7,93,6,0.4,7,9,6,0,0.8,33,13,2.5,0.0,1.8,4,8,4.0,6.7,3.5,1.25,0.2857142857142857,-0.2999999999999998,2.357142857142857,1.2999999999999998,"(4, 6]",4–6,1,1,1,1
16,2,3,4.5,6.5,85,6,0.8,10,8,10,0,0.5,22,18,4.3,2.0,1.0,1,8,5.7,10.0,4.0,2.65,0.5660377358490566,1.2000000000000002,1.1578947368421053,1.5,"(4, 6]",4–6,1,1,1,1
18,1,4,4.6,5.6,91,6,1.6,3,7,9,0,0.7,128,14,2.9,0.9,1.6,4,3,3.0,10.0,3.8999999999999995,1.5,0.48717948717948717,-1.5999999999999996,8.533333333333333,2.4000000000000004,"(4, 6]",4–6,0,1,0,1
16,2,2,7.5,5.9,84,6,1.5,7,9,6,0,1.6,76,13,2.1,2.1,0.8,0,8,11.5,10.0,5.9,1.7222222222222223,1.0,4.0,5.428571428571429,2.0999999999999996,"(6, 8]",6–8,1,1,1,1
16,2,2,5.3,6.1,98,2,1.7,9,4,2,1,1.1,51,7,3.2,0.0,0.9,3,1,6.1,7.9,4.199999999999999,2.210526315789474,0.23809523809523808,0.7999999999999998,6.375,1.9000000000000004,"(4, 6]",4–6,1,0,1,0
15,2,2,4.9,4.8,73,3,1.8,5,3,2,0,1.1,105,14,1.0,0.0,1.0,1,8,4.2,8.4,3.8000000000000003,1.0,0.5,-0.7000000000000002,7.0,3.2,"(4, 6]",4–6,0,0,0,0
15,1,5,5.4,6.9,57,10,0.6,9,3,9,0,1.2,45,5,0.2,1.2,1.2,1,3,5.9,5.3,4.2,0.5454545454545454,1.8333333333333335,0.5,7.5,1.0999999999999996,"(4, 6]",4–6,1,0,1,0
14,2,5,0.5,6.2,57,7,1.0,6,6,1,0,0.9,73,7,4.0,2.3,1.2,1,8,5.7,6.6,-0.4,2.2727272727272725,0.6599999999999999,5.2,9.125,1.7999999999999998,"(0, 2]",0–2,1,1,1,1
17,2,5,7.6,6.0,100,3,1.4,4,4,6,1,1.0,105,9,3.9,0.3,1.3,2,8,9.4,10.0,6.6,2.130434782608696,0.2653061224489796,1.8000000000000007,10.5,2.0,"(6, 8]",6–8,0,0,0,0
19,1,3,7.6,3.0,69,10,0.4,5,7,8,0,0.5,66,7,2.1,3.1,2.0,4,5,5.8,10.0,7.1,1.0333333333333334,1.3225806451612903,-1.7999999999999998,8.25,5.0,"(6, 8]",6–8,0,1,0,1
19,0,0,2.5,5.6,87,9,0.7,8,5,3,0,1.6,90,12,3.4,1.4,1.2,0,2,6.9,8.7,0.8999999999999999,2.0,0.5454545454545454,4.4,6.923076923076923,2.4000000000000004,"(2, 4]",2–4,1,0,1,0
19,0,3,5.5,6.4,93,10,0.3,8,10,7,1,1.5,57,9,3.0,0.8,0.3,1,4,9.9,9.0,4.0,3.0769230769230766,0.45,4.4,5.7,1.5999999999999996,"(4, 6]",4–6,1,1,1,1
16,0,2,2.7,4.6,51,6,0.6,4,7,8,0,1.3,100,12,3.8,1.0,2.6,1,6,4.3,9.6,1.4000000000000001,1.3333333333333333,0.4166666666666667,1.5999999999999996,7.6923076923076925,3.4000000000000004,"(2, 4]",2–4,0,1,0,1
19,1,0,7.0,5.4,96,0,0.5,5,9,9,0,1.2,100,18,2.8,1.8,0.4,3,9,3.4,10.0,5.8,2.7142857142857144,0.7368421052631579,-3.6,5.2631578947368425,2.5999999999999996,"(6, 8]",6–8,0,1,0,1
16,0,5,5.3,5.0,83,0,1.0,7,3,7,1,1.0,22,10,2.6,2.7,1.7,1,9,1.7,10.0,4.3,1.3333333333333333,1.027777777777778,-3.5999999999999996,2.0,3.0,"(4, 6]",4–6,1,0,1,0
15,0,5,4.7,5.3,94,1,1.5,9,6,4,0,0.5,104,12,2.5,1.9,0.9,4,4,4.5,10.0,4.2,1.842105263157895,0.8285714285714285,-0.20000000000000018,8.0,2.7,"(4, 6]",4–6,1,1,1,1
19,2,5,5.4,4.9,68,10,1.2,1,2,6,1,0.6,127,12,3.4,1.1,2.4,3,3,3.3,10.0,4.800000000000001,1.2941176470588236,0.47727272727272724,-2.1000000000000005,9.76923076923077,3.0999999999999996,"(4, 6]",4–6,0,0,0,0
17,2,0,8.5,5.2,63,6,1.0,9,10,9,1,1.1,59,17,2.3,2.7,3.0,4,9,9.0,10.0,7.4,0.825,1.1212121212121213,0.5,3.2777777777777777,2.8,"(8, 10]",8–10,1,1,1,1
17,2,4,6.2,4.4,56,4,0.9,1,5,6,1,1.5,46,14,2.2,1.2,0.0,0,5,2.9,10.0,4.7,3.2,0.6875,-3.3000000000000003,3.066666666666667,3.5999999999999996,"(6, 8]",6–8,0,0,0,0
16,0,1,2.7,5.1,82,9,0.4,3,5,6,0,0.5,67,17,3.5,0.9,1.0,1,2,1.8,9.3,2.2,2.25,0.4222222222222222,-0.9000000000000001,3.7222222222222223,2.9000000000000004,"(2, 4]",2–4,0,0,0,0
17,1,1,3.5,5.1,77,6,1.7,1,1,2,1,1.2,91,9,2.0,0.9,1.1,3,2,7.7,7.5,2.3,1.4285714285714286,0.6333333333333333,4.2,9.1,2.9000000000000004,"(2, 4]",2–4,0,0,0,0
18,0,4,3.5,7.2,94,0,0.5,1,6,7,0,2.0,84,11,2.7,2.9,0.8,2,10,5.2,9.4,1.5,2.055555555555556,1.054054054054054,1.7000000000000002,7.0,0.7999999999999998,"(2, 4]",2–4,0,1,0,1
14,1,3,6.6,5.0,84,4,1.0,2,6,8,1,0.4,63,16,1.7,0.0,1.1,2,5,6.7,10.0,6.199999999999999,1.2857142857142858,0.37037037037037035,0.10000000000000053,3.7058823529411766,3.0,"(6, 8]",6–8,0,1,0,1
16,2,1,6.1,7.5,71,10,0.6,7,10,4,0,1.5,39,20,1.8,1.9,2.6,1,9,5.8,10.0,4.6,0.7777777777777777,1.0357142857142858,-0.2999999999999998,1.8571428571428572,0.5,"(6, 8]",6–8,1,1,1,1
17,2,0,3.3,5.6,59,6,0.6,7,4,10,1,1.2,140,5,2.6,1.7,0.2,1,9,1.8,8.6,2.0999999999999996,3.0,0.75,-1.4999999999999998,23.333333333333332,2.4000000000000004,"(2, 4]",2–4,1,0,1,0
13,1,0,6.3,7.2,81,7,0.0,3,4,3,0,1.9,77,15,2.5,0.4,1.8,4,7,5.0,10.0,4.4,1.25,0.39999999999999997,-1.2999999999999998,4.8125,0.7999999999999998,"(6, 8]",6–8,0,0,0,0
14,1,1,6.5,7.9,93,10,1.7,9,4,1,1,0.6,113,8,4.3,2.5,0.7,0,10,7.1,10.0,5.9,3.1176470588235294,0.6603773584905661,0.5999999999999996,12.555555555555555,0.09999999999999964,"(6, 8]",6–8,1,0,1,0
